;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 30.07.2018 01:40:35
;----------------------------------------------

;Address Opcode 	ASM
0x0AD1	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0AD2	0x118A      	BCF        PCLATH, 3
0x0AD3	0x217A      	CALL       _Lcd_Chr
0x0AD4	0x158A      	BSF        PCLATH, 3
;MyProject.c,560 :: 		delay_ms(250);
0x0AD5	0x3002      	MOVLW      2
0x0AD6	0x00FB      	MOVWF      R11
0x0AD7	0x3045      	MOVLW      69
0x0AD8	0x00FC      	MOVWF      R12
0x0AD9	0x30A9      	MOVLW      169
0x0ADA	0x00FD      	MOVWF      R13
L_main162:
0x0ADB	0x0BFD      	DECFSZ     R13, 1
0x0ADC	0x2ADB      	GOTO       L_main162
0x0ADD	0x0BFC      	DECFSZ     R12, 1
0x0ADE	0x2ADB      	GOTO       L_main162
0x0ADF	0x0BFB      	DECFSZ     R11, 1
0x0AE0	0x2ADB      	GOTO       L_main162
0x0AE1	0x0000      	NOP
0x0AE2	0x0000      	NOP
;MyProject.c,562 :: 		}
L_main159:
;MyProject.c,563 :: 		if(pos == 7)
0x0AE3	0x1283      	BCF        STATUS, 5
0x0AE4	0x0824      	MOVF       _pos, 0
0x0AE5	0x3A07      	XORLW      7
0x0AE6	0x1D03      	BTFSS      STATUS, 2
0x0AE7	0x2B17      	GOTO       L_main163
;MyProject.c,565 :: 		if(alarm_saat == 24)
0x0AE8	0x0833      	MOVF       _alarm_saat, 0
0x0AE9	0x3A18      	XORLW      24
0x0AEA	0x1D03      	BTFSS      STATUS, 2
0x0AEB	0x2AEE      	GOTO       L_main164
;MyProject.c,566 :: 		alarm_saat = 0;
0x0AEC	0x01B3      	CLRF       _alarm_saat
0x0AED	0x2AEF      	GOTO       L_main165
L_main164:
;MyProject.c,568 :: 		alarm_saat = alarm_saat+1;
0x0AEE	0x0AB3      	INCF       _alarm_saat, 1
L_main165:
;MyProject.c,569 :: 		ByteToStrWithZeros(alarm_saat,txt);
0x0AEF	0x0833      	MOVF       _alarm_saat, 0
0x0AF0	0x1683      	BSF        STATUS, 5
0x0AF1	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0AF2	0x30D3      	MOVLW      _txt
0x0AF3	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0AF4	0x118A      	BCF        PCLATH, 3
0x0AF5	0x21F9      	CALL       _ByteToStrWithZeros
0x0AF6	0x158A      	BSF        PCLATH, 3
;MyProject.c,570 :: 		Lcd_Chr(2,6,txt[2]);
0x0AF7	0x3002      	MOVLW      2
0x0AF8	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0AF9	0x3006      	MOVLW      6
0x0AFA	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0AFB	0x0855      	MOVF       _txt+2, 0
0x0AFC	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0AFD	0x118A      	BCF        PCLATH, 3
0x0AFE	0x217A      	CALL       _Lcd_Chr
0x0AFF	0x158A      	BSF        PCLATH, 3
;MyProject.c,571 :: 		Lcd_Chr(2,5,txt[1]);
0x0B00	0x3002      	MOVLW      2
0x0B01	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0B02	0x3005      	MOVLW      5
0x0B03	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0B04	0x0854      	MOVF       _txt+1, 0
0x0B05	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0B06	0x118A      	BCF        PCLATH, 3
0x0B07	0x217A      	CALL       _Lcd_Chr
0x0B08	0x158A      	BSF        PCLATH, 3
;MyProject.c,572 :: 		delay_ms(250);
0x0B09	0x3002      	MOVLW      2
0x0B0A	0x00FB      	MOVWF      R11
0x0B0B	0x3045      	MOVLW      69
0x0B0C	0x00FC      	MOVWF      R12
0x0B0D	0x30A9      	MOVLW      169
0x0B0E	0x00FD      	MOVWF      R13
L_main166:
0x0B0F	0x0BFD      	DECFSZ     R13, 1
0x0B10	0x2B0F      	GOTO       L_main166
0x0B11	0x0BFC      	DECFSZ     R12, 1
0x0B12	0x2B0F      	GOTO       L_main166
0x0B13	0x0BFB      	DECFSZ     R11, 1
0x0B14	0x2B0F      	GOTO       L_main166
0x0B15	0x0000      	NOP
0x0B16	0x0000      	NOP
;MyProject.c,573 :: 		}
L_main163:
;MyProject.c,574 :: 		}
L_main158:
;MyProject.c,575 :: 		if(PORTD.RD1 == 1)
0x0B17	0x1283      	BCF        STATUS, 5
0x0B18	0x1C88      	BTFSS      PORTD, 1
0x0B19	0x2B87      	GOTO       L_main167
;MyProject.c,577 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0B1A	0x300C      	MOVLW      12
0x0B1B	0x1683      	BSF        STATUS, 5
0x0B1C	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0B1D	0x118A      	BCF        PCLATH, 3
0x0B1E	0x2102      	CALL       _Lcd_Cmd
0x0B1F	0x158A      	BSF        PCLATH, 3
;MyProject.c,578 :: 		if(pos == 10)
0x0B20	0x0824      	MOVF       _pos, 0
0x0B21	0x3A0A      	XORLW      10
0x0B22	0x1D03      	BTFSS      STATUS, 2
0x0B23	0x2B53      	GOTO       L_main168
;MyProject.c,580 :: 		if(alarm_dakika == 0)
0x0B24	0x084F      	MOVF       _alarm_dakika, 0
0x0B25	0x3A00      	XORLW      0
0x0B26	0x1D03      	BTFSS      STATUS, 2
0x0B27	0x2B2A      	GOTO       L_main169
;MyProject.c,581 :: 		alarm_dakika = 0;
0x0B28	0x01CF      	CLRF       _alarm_dakika
0x0B29	0x2B2B      	GOTO       L_main170
L_main169:
;MyProject.c,583 :: 		alarm_dakika = alarm_dakika-1;
0x0B2A	0x03CF      	DECF       _alarm_dakika, 1
L_main170:
;MyProject.c,584 :: 		ByteToStrWithZeros(alarm_dakika,txt);
0x0B2B	0x084F      	MOVF       _alarm_dakika, 0
0x0B2C	0x1683      	BSF        STATUS, 5
0x0B2D	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0B2E	0x30D3      	MOVLW      _txt
0x0B2F	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0B30	0x118A      	BCF        PCLATH, 3
0x0B31	0x21F9      	CALL       _ByteToStrWithZeros
0x0B32	0x158A      	BSF        PCLATH, 3
;MyProject.c,585 :: 		Lcd_Chr(2,9,txt[2]);
0x0B33	0x3002      	MOVLW      2
0x0B34	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0B35	0x3009      	MOVLW      9
0x0B36	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0B37	0x0855      	MOVF       _txt+2, 0
0x0B38	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0B39	0x118A      	BCF        PCLATH, 3
0x0B3A	0x217A      	CALL       _Lcd_Chr
0x0B3B	0x158A      	BSF        PCLATH, 3
;MyProject.c,586 :: 		Lcd_Chr(2,8,txt[1]);
0x0B3C	0x3002      	MOVLW      2
0x0B3D	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0B3E	0x3008      	MOVLW      8
0x0B3F	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0B40	0x0854      	MOVF       _txt+1, 0
0x0B41	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0B42	0x118A      	BCF        PCLATH, 3
0x0B43	0x217A      	CALL       _Lcd_Chr
0x0B44	0x158A      	BSF        PCLATH, 3
;MyProject.c,587 :: 		delay_ms(250);
0x0B45	0x3002      	MOVLW      2
0x0B46	0x00FB      	MOVWF      R11
0x0B47	0x3045      	MOVLW      69
0x0B48	0x00FC      	MOVWF      R12
0x0B49	0x30A9      	MOVLW      169
0x0B4A	0x00FD      	MOVWF      R13
L_main171:
0x0B4B	0x0BFD      	DECFSZ     R13, 1
0x0B4C	0x2B4B      	GOTO       L_main171
0x0B4D	0x0BFC      	DECFSZ     R12, 1
0x0B4E	0x2B4B      	GOTO       L_main171
0x0B4F	0x0BFB      	DECFSZ     R11, 1
0x0B50	0x2B4B      	GOTO       L_main171
0x0B51	0x0000      	NOP
0x0B52	0x0000      	NOP
;MyProject.c,588 :: 		}
L_main168:
;MyProject.c,589 :: 		if(pos == 7)
0x0B53	0x1283      	BCF        STATUS, 5
0x0B54	0x0824      	MOVF       _pos, 0
0x0B55	0x3A07      	XORLW      7
0x0B56	0x1D03      	BTFSS      STATUS, 2
0x0B57	0x2B87      	GOTO       L_main172
;MyProject.c,591 :: 		if(alarm_saat == 0)
0x0B58	0x0833      	MOVF       _alarm_saat, 0
0x0B59	0x3A00      	XORLW      0
0x0B5A	0x1D03      	BTFSS      STATUS, 2
0x0B5B	0x2B5E      	GOTO       L_main173
;MyProject.c,592 :: 		alarm_saat = 0;
0x0B5C	0x01B3      	CLRF       _alarm_saat
0x0B5D	0x2B5F      	GOTO       L_main174
L_main173:
;MyProject.c,594 :: 		alarm_saat = alarm_saat-1;
0x0B5E	0x03B3      	DECF       _alarm_saat, 1
L_main174:
;MyProject.c,595 :: 		ByteToStrWithZeros(alarm_saat,txt);
0x0B5F	0x0833      	MOVF       _alarm_saat, 0
0x0B60	0x1683      	BSF        STATUS, 5
0x0B61	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0B62	0x30D3      	MOVLW      _txt
0x0B63	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0B64	0x118A      	BCF        PCLATH, 3
0x0B65	0x21F9      	CALL       _ByteToStrWithZeros
0x0B66	0x158A      	BSF        PCLATH, 3
;MyProject.c,596 :: 		Lcd_Chr(2,6,txt[2]);
0x0B67	0x3002      	MOVLW      2
0x0B68	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0B69	0x3006      	MOVLW      6
0x0B6A	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0B6B	0x0855      	MOVF       _txt+2, 0
0x0B6C	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0B6D	0x118A      	BCF        PCLATH, 3
0x0B6E	0x217A      	CALL       _Lcd_Chr
0x0B6F	0x158A      	BSF        PCLATH, 3
;MyProject.c,597 :: 		Lcd_Chr(2,5,txt[1]);
0x0B70	0x3002      	MOVLW      2
0x0B71	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0B72	0x3005      	MOVLW      5
0x0B73	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0B74	0x0854      	MOVF       _txt+1, 0
0x0B75	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0B76	0x118A      	BCF        PCLATH, 3
0x0B77	0x217A      	CALL       _Lcd_Chr
0x0B78	0x158A      	BSF        PCLATH, 3
;MyProject.c,598 :: 		delay_ms(250);
0x0B79	0x3002      	MOVLW      2
0x0B7A	0x00FB      	MOVWF      R11
0x0B7B	0x3045      	MOVLW      69
0x0B7C	0x00FC      	MOVWF      R12
0x0B7D	0x30A9      	MOVLW      169
0x0B7E	0x00FD      	MOVWF      R13
L_main175:
0x0B7F	0x0BFD      	DECFSZ     R13, 1
0x0B80	0x2B7F      	GOTO       L_main175
0x0B81	0x0BFC      	DECFSZ     R12, 1
0x0B82	0x2B7F      	GOTO       L_main175
0x0B83	0x0BFB      	DECFSZ     R11, 1
0x0B84	0x2B7F      	GOTO       L_main175
0x0B85	0x0000      	NOP
0x0B86	0x0000      	NOP
;MyProject.c,599 :: 		}
L_main172:
;MyProject.c,600 :: 		}
L_main167:
0x0B87	0x1683      	BSF        STATUS, 5
;MyProject.c,601 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0B88	0x300C      	MOVLW      12
0x0B89	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0B8A	0x118A      	BCF        PCLATH, 3
0x0B8B	0x2102      	CALL       _Lcd_Cmd
0x0B8C	0x158A      	BSF        PCLATH, 3
;MyProject.c,602 :: 		}
0x0B8D	0x2A3B      	GOTO       L_main142
L_main143:
;MyProject.c,603 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0B8E	0x300C      	MOVLW      12
0x0B8F	0x1683      	BSF        STATUS, 5
0x0B90	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0B91	0x118A      	BCF        PCLATH, 3
0x0B92	0x2102      	CALL       _Lcd_Cmd
0x0B93	0x158A      	BSF        PCLATH, 3
;MyProject.c,604 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0B94	0x3001      	MOVLW      1
0x0B95	0x1683      	BSF        STATUS, 5
0x0B96	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0B97	0x118A      	BCF        PCLATH, 3
0x0B98	0x2102      	CALL       _Lcd_Cmd
0x0B99	0x158A      	BSF        PCLATH, 3
;MyProject.c,605 :: 		if(mod == 10)
0x0B9A	0x0823      	MOVF       _mod, 0
0x0B9B	0x3A0A      	XORLW      10
0x0B9C	0x1D03      	BTFSS      STATUS, 2
0x0B9D	0x2C0B      	GOTO       L_main176
;MyProject.c,607 :: 		Lcd_Out(1,2,"SAAT KURULUMU");
0x0B9E	0x3001      	MOVLW      1
0x0B9F	0x1683      	BSF        STATUS, 5
0x0BA0	0x00D8      	MOVWF      FARG_Lcd_Out_row
0x0BA1	0x3002      	MOVLW      2
0x0BA2	0x00D9      	MOVWF      FARG_Lcd_Out_column
0x0BA3	0x3025      	MOVLW      ?lstr10_MyProject
0x0BA4	0x00DA      	MOVWF      FARG_Lcd_Out_text
0x0BA5	0x118A      	BCF        PCLATH, 3
0x0BA6	0x21B1      	CALL       _Lcd_Out
0x0BA7	0x158A      	BSF        PCLATH, 3
;MyProject.c,608 :: 		ByteToStrWithZeros(saat,txt);
0x0BA8	0x1283      	BCF        STATUS, 5
0x0BA9	0x0858      	MOVF       _saat, 0
0x0BAA	0x1683      	BSF        STATUS, 5
0x0BAB	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0BAC	0x30D3      	MOVLW      _txt
0x0BAD	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0BAE	0x118A      	BCF        PCLATH, 3
0x0BAF	0x21F9      	CALL       _ByteToStrWithZeros
0x0BB0	0x158A      	BSF        PCLATH, 3
;MyProject.c,609 :: 		Lcd_Chr(2,4,txt[1]);
0x0BB1	0x3002      	MOVLW      2
0x0BB2	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0BB3	0x3004      	MOVLW      4
0x0BB4	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0BB5	0x0854      	MOVF       _txt+1, 0
0x0BB6	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0BB7	0x118A      	BCF        PCLATH, 3
0x0BB8	0x217A      	CALL       _Lcd_Chr
0x0BB9	0x158A      	BSF        PCLATH, 3
;MyProject.c,610 :: 		Lcd_Chr(2,5,txt[2]);
0x0BBA	0x3002      	MOVLW      2
0x0BBB	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0BBC	0x3005      	MOVLW      5
0x0BBD	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0BBE	0x0855      	MOVF       _txt+2, 0
0x0BBF	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0BC0	0x118A      	BCF        PCLATH, 3
0x0BC1	0x217A      	CALL       _Lcd_Chr
0x0BC2	0x158A      	BSF        PCLATH, 3
;MyProject.c,611 :: 		Lcd_Chr(2,6,':');
0x0BC3	0x3002      	MOVLW      2
0x0BC4	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0BC5	0x3006      	MOVLW      6
0x0BC6	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0BC7	0x303A      	MOVLW      58
0x0BC8	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0BC9	0x118A      	BCF        PCLATH, 3
0x0BCA	0x217A      	CALL       _Lcd_Chr
0x0BCB	0x158A      	BSF        PCLATH, 3
;MyProject.c,612 :: 		ByteToStrWithZeros(dakika,txt);
0x0BCC	0x1283      	BCF        STATUS, 5
0x0BCD	0x0850      	MOVF       _dakika, 0
0x0BCE	0x1683      	BSF        STATUS, 5
0x0BCF	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0BD0	0x30D3      	MOVLW      _txt
0x0BD1	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0BD2	0x118A      	BCF        PCLATH, 3
0x0BD3	0x21F9      	CALL       _ByteToStrWithZeros
0x0BD4	0x158A      	BSF        PCLATH, 3
;MyProject.c,613 :: 		Lcd_Chr(2,7,txt[1]);
0x0BD5	0x3002      	MOVLW      2
0x0BD6	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0BD7	0x3007      	MOVLW      7
0x0BD8	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0BD9	0x0854      	MOVF       _txt+1, 0
0x0BDA	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0BDB	0x118A      	BCF        PCLATH, 3
0x0BDC	0x217A      	CALL       _Lcd_Chr
0x0BDD	0x158A      	BSF        PCLATH, 3
;MyProject.c,614 :: 		Lcd_Chr(2,8,txt[2]);
0x0BDE	0x3002      	MOVLW      2
0x0BDF	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0BE0	0x3008      	MOVLW      8
0x0BE1	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0BE2	0x0855      	MOVF       _txt+2, 0
0x0BE3	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0BE4	0x118A      	BCF        PCLATH, 3
0x0BE5	0x217A      	CALL       _Lcd_Chr
0x0BE6	0x158A      	BSF        PCLATH, 3
;MyProject.c,615 :: 		Lcd_Chr(2,9,':');
0x0BE7	0x3002      	MOVLW      2
0x0BE8	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0BE9	0x3009      	MOVLW      9
0x0BEA	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0BEB	0x303A      	MOVLW      58
0x0BEC	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0BED	0x118A      	BCF        PCLATH, 3
0x0BEE	0x217A      	CALL       _Lcd_Chr
0x0BEF	0x158A      	BSF        PCLATH, 3
;MyProject.c,616 :: 		ByteToStrWithZeros(saniye,txt);
0x0BF0	0x1283      	BCF        STATUS, 5
0x0BF1	0x0859      	MOVF       _saniye, 0
0x0BF2	0x1683      	BSF        STATUS, 5
0x0BF3	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0BF4	0x30D3      	MOVLW      _txt
0x0BF5	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0BF6	0x118A      	BCF        PCLATH, 3
0x0BF7	0x21F9      	CALL       _ByteToStrWithZeros
0x0BF8	0x158A      	BSF        PCLATH, 3
;MyProject.c,617 :: 		Lcd_Chr(2,11,txt[2]);
0x0BF9	0x3002      	MOVLW      2
0x0BFA	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0BFB	0x300B      	MOVLW      11
0x0BFC	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0BFD	0x0855      	MOVF       _txt+2, 0
0x0BFE	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0BFF	0x118A      	BCF        PCLATH, 3
0x0C00	0x217A      	CALL       _Lcd_Chr
0x0C01	0x158A      	BSF        PCLATH, 3
;MyProject.c,618 :: 		Lcd_Chr(2,10,txt[1]);
0x0C02	0x3002      	MOVLW      2
0x0C03	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0C04	0x300A      	MOVLW      10
0x0C05	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0C06	0x0854      	MOVF       _txt+1, 0
0x0C07	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0C08	0x118A      	BCF        PCLATH, 3
0x0C09	0x217A      	CALL       _Lcd_Chr
0x0C0A	0x158A      	BSF        PCLATH, 3
;MyProject.c,619 :: 		}
L_main176:
;MyProject.c,620 :: 		while(mod == 10)
L_main177:
0x0C0B	0x1283      	BCF        STATUS, 5
0x0C0C	0x0823      	MOVF       _mod, 0
0x0C0D	0x3A0A      	XORLW      10
0x0C0E	0x1D03      	BTFSS      STATUS, 2
0x0C0F	0x2DCC      	GOTO       L_main178
;MyProject.c,622 :: 		Lcd_Cmd(_LCD_BLINK_CURSOR_ON);
0x0C10	0x300F      	MOVLW      15
0x0C11	0x1683      	BSF        STATUS, 5
0x0C12	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C13	0x118A      	BCF        PCLATH, 3
0x0C14	0x2102      	CALL       _Lcd_Cmd
0x0C15	0x158A      	BSF        PCLATH, 3
;MyProject.c,623 :: 		if(PORTC.RC2 == 1)
0x0C16	0x1D07      	BTFSS      PORTC, 2
0x0C17	0x2C7E      	GOTO       L_main179
;MyProject.c,625 :: 		if(pos == 4)
0x0C18	0x0824      	MOVF       _pos, 0
0x0C19	0x3A04      	XORLW      4
0x0C1A	0x1D03      	BTFSS      STATUS, 2
0x0C1B	0x2C53      	GOTO       L_main180
;MyProject.c,627 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0C1C	0x3014      	MOVLW      20
0x0C1D	0x1683      	BSF        STATUS, 5
0x0C1E	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C1F	0x118A      	BCF        PCLATH, 3
0x0C20	0x2102      	CALL       _Lcd_Cmd
0x0C21	0x158A      	BSF        PCLATH, 3
;MyProject.c,628 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0C22	0x3014      	MOVLW      20
0x0C23	0x1683      	BSF        STATUS, 5
0x0C24	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C25	0x118A      	BCF        PCLATH, 3
0x0C26	0x2102      	CALL       _Lcd_Cmd
0x0C27	0x158A      	BSF        PCLATH, 3
;MyProject.c,629 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0C28	0x3014      	MOVLW      20
0x0C29	0x1683      	BSF        STATUS, 5
0x0C2A	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C2B	0x118A      	BCF        PCLATH, 3
0x0C2C	0x2102      	CALL       _Lcd_Cmd
0x0C2D	0x158A      	BSF        PCLATH, 3
;MyProject.c,630 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0C2E	0x3014      	MOVLW      20
0x0C2F	0x1683      	BSF        STATUS, 5
0x0C30	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C31	0x118A      	BCF        PCLATH, 3
0x0C32	0x2102      	CALL       _Lcd_Cmd
0x0C33	0x158A      	BSF        PCLATH, 3
;MyProject.c,631 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0C34	0x3014      	MOVLW      20
0x0C35	0x1683      	BSF        STATUS, 5
0x0C36	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C37	0x118A      	BCF        PCLATH, 3
0x0C38	0x2102      	CALL       _Lcd_Cmd
0x0C39	0x158A      	BSF        PCLATH, 3
;MyProject.c,632 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0C3A	0x3014      	MOVLW      20
0x0C3B	0x1683      	BSF        STATUS, 5
0x0C3C	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C3D	0x118A      	BCF        PCLATH, 3
0x0C3E	0x2102      	CALL       _Lcd_Cmd
0x0C3F	0x158A      	BSF        PCLATH, 3
;MyProject.c,633 :: 		pos = 10;
0x0C40	0x300A      	MOVLW      10
0x0C41	0x00A4      	MOVWF      _pos
;MyProject.c,634 :: 		delay_ms(250);
0x0C42	0x3002      	MOVLW      2
0x0C43	0x00FB      	MOVWF      R11
0x0C44	0x3045      	MOVLW      69
0x0C45	0x00FC      	MOVWF      R12
0x0C46	0x30A9      	MOVLW      169
0x0C47	0x00FD      	MOVWF      R13
L_main181:
0x0C48	0x0BFD      	DECFSZ     R13, 1
0x0C49	0x2C48      	GOTO       L_main181
0x0C4A	0x0BFC      	DECFSZ     R12, 1
0x0C4B	0x2C48      	GOTO       L_main181
0x0C4C	0x0BFB      	DECFSZ     R11, 1
0x0C4D	0x2C48      	GOTO       L_main181
0x0C4E	0x0000      	NOP
0x0C4F	0x0000      	NOP
;MyProject.c,635 :: 		while(PORTC.RC2);
L_main182:
0x0C50	0x1D07      	BTFSS      PORTC, 2
0x0C51	0x2C53      	GOTO       L_main183
0x0C52	0x2C50      	GOTO       L_main182
L_main183:
;MyProject.c,636 :: 		}
L_main180:
;MyProject.c,637 :: 		if((pos > 4)&&(PORTC.RC2 == 1))
0x0C53	0x0824      	MOVF       _pos, 0
0x0C54	0x3C04      	SUBLW      4
0x0C55	0x1803      	BTFSC      STATUS, 0
0x0C56	0x2C7E      	GOTO       L_main186
0x0C57	0x1D07      	BTFSS      PORTC, 2
0x0C58	0x2C7E      	GOTO       L_main186
L__main227:
;MyProject.c,639 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_LEFT);
0x0C59	0x3010      	MOVLW      16
0x0C5A	0x1683      	BSF        STATUS, 5
0x0C5B	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C5C	0x118A      	BCF        PCLATH, 3
0x0C5D	0x2102      	CALL       _Lcd_Cmd
0x0C5E	0x158A      	BSF        PCLATH, 3
;MyProject.c,640 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_LEFT);
0x0C5F	0x3010      	MOVLW      16
0x0C60	0x1683      	BSF        STATUS, 5
0x0C61	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C62	0x118A      	BCF        PCLATH, 3
0x0C63	0x2102      	CALL       _Lcd_Cmd
0x0C64	0x158A      	BSF        PCLATH, 3
;MyProject.c,641 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_LEFT);
0x0C65	0x3010      	MOVLW      16
0x0C66	0x1683      	BSF        STATUS, 5
0x0C67	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C68	0x118A      	BCF        PCLATH, 3
0x0C69	0x2102      	CALL       _Lcd_Cmd
0x0C6A	0x158A      	BSF        PCLATH, 3
;MyProject.c,642 :: 		pos = pos-3;
0x0C6B	0x3003      	MOVLW      3
0x0C6C	0x02A4      	SUBWF      _pos, 1
;MyProject.c,643 :: 		delay_ms(250);
0x0C6D	0x3002      	MOVLW      2
0x0C6E	0x00FB      	MOVWF      R11
0x0C6F	0x3045      	MOVLW      69
0x0C70	0x00FC      	MOVWF      R12
0x0C71	0x30A9      	MOVLW      169
0x0C72	0x00FD      	MOVWF      R13
L_main187:
0x0C73	0x0BFD      	DECFSZ     R13, 1
0x0C74	0x2C73      	GOTO       L_main187
0x0C75	0x0BFC      	DECFSZ     R12, 1
0x0C76	0x2C73      	GOTO       L_main187
0x0C77	0x0BFB      	DECFSZ     R11, 1
0x0C78	0x2C73      	GOTO       L_main187
0x0C79	0x0000      	NOP
0x0C7A	0x0000      	NOP
;MyProject.c,644 :: 		while(PORTC.RC2);
L_main188:
0x0C7B	0x1D07      	BTFSS      PORTC, 2
0x0C7C	0x2C7E      	GOTO       L_main189
0x0C7D	0x2C7B      	GOTO       L_main188
L_main189:
;MyProject.c,645 :: 		}
L_main186:
;MyProject.c,646 :: 		}
L_main179:
;MyProject.c,647 :: 		if(PORTD.RD0 == 1)
0x0C7E	0x1C08      	BTFSS      PORTD, 0
0x0C7F	0x2D21      	GOTO       L_main190
;MyProject.c,649 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0C80	0x300C      	MOVLW      12
0x0C81	0x1683      	BSF        STATUS, 5
0x0C82	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0C83	0x118A      	BCF        PCLATH, 3
